Ano;MunicipioResidencia;NotaCh;NotaCn;NotaLc;NotaMt;UfResidencia;CoUfResidencia;Idade;NotaComp1;NotaComp2;NotaComp3;NotaComp4;NotaComp5;NotaRedacao;CorRaca;DependenciaAdmEsc;LocalizacaoEsc;StConclusao;StatusRedacao
2018;Amapá do Maranhão;540.2;407.4;556.8;529.2;MA;21;17;120;40;40;100;20;320;3;2;1;2;1
2018;Macapá;476.9;366.9;471.4;464.4;AP;16;17;100;40;40;100;40;320;3;2;1;2;1
2018;São Pedro dos Crentes;548.6;454.7;400.3;428.9;MA;21;19;100;120;100;120;60;500;3;2;1;2;1
2018;Bacuri;459.2;497.6;491.2;444;MA;21;20;0;0;0;0;0;0;3;2;1;2;3
2018;Santa Quitéria do Maranhão;536.9;449.3;484.2;493.2;MA;21;17;40;120;80;80;0;320;3;2;1;2;1
2018;Araguatins;531.7;427.4;378.2;428.1;TO;17;18;100;40;40;100;0;280;3;2;1;2;1
2018;São Bernardo;597.2;378.5;485.7;412.1;MA;21;18;120;40;40;120;40;360;3;2;1;2;1
2018;Urbano Santos;595.3;463.3;572.4;438.3;MA;21;17;100;120;120;120;120;580;3;2;1;2;1
2018;São Luís;660.1;588.5;609.8;698;MA;21;17;100;120;120;120;80;540;1;2;1;2;1
2018;Zé Doca;582.5;528.2;470.5;456;MA;21;18;60;40;40;100;40;280;3;2;1;2;1
2018;São Luís;621.9;583.1;467.9;455.7;MA;21;18;160;40;40;180;40;460;3;2;1;2;1
2018;São Luís;434.1;478.6;520.3;474;MA;21;18;120;160;140;180;160;760;1;2;1;2;1
2018;Pastos Bons;438.5;408;496.4;414.9;MA;21;17;100;120;80;120;100;520;3;2;1;2;1
2018;Dom Pedro;449.6;419.4;510.1;468;MA;21;18;80;80;80;80;80;400;3;2;1;2;1
2018;São Luís;415.5;408.1;428.2;391.2;MA;21;17;120;120;100;80;80;500;1;2;1;2;1
2018;Milagres do Maranhão;567.6;419.1;448.8;425.7;MA;21;18;120;120;120;120;40;520;1;2;1;2;1
2018;Macapá;521.9;467.8;424.7;446;AP;16;19;120;40;40;80;40;320;3;2;1;2;1
2018;Macapá;541.7;404.1;548.6;490.2;AP;16;17;140;40;40;100;20;340;3;2;1;2;1
2018;São Luís;626;484.3;470.9;520.1;MA;21;18;140;40;40;120;60;400;3;2;1;2;1
2018;São Luís;546.8;421.7;554.7;458.9;MA;21;17;140;100;100;160;60;560;3;2;1;2;1
2018;Mirador;484.1;445;510.7;452.3;MA;21;17;160;40;40;140;40;420;3;2;1;2;1
2018;Macapá;611.3;508.2;593.1;617.5;AP;16;18;160;160;160;120;160;760;1;4;1;2;1
2018;Nova Colinas;431.6;397.3;351.1;464.5;MA;21;22;120;40;40;100;20;320;3;2;1;2;1
2018;Codó;579.3;410.4;460.3;400.2;MA;21;19;100;80;60;100;40;380;2;2;2;2;1
2018;Alfenas;617.4;469.8;535.5;493.5;MG;21;18;80;40;40;80;20;260;1;1;1;2;1
2018;Pinheiro;441.5;416.7;440.6;511.6;MA;21;19;0;0;0;0;0;0;2;1;1;2;4
2018;Macapá;507.8;476.4;452.6;485.2;AP;16;18;120;120;120;120;100;580;3;2;1;2;1
2018;Santa Quitéria do Maranhão;507.6;400.4;437.2;387.7;MA;21;19;140;120;120;180;160;720;3;2;1;2;1
2018;Paraibano;577.9;480.2;416.8;526.9;MA;21;19;120;40;40;120;40;360;1;2;1;2;1
2018;Imperatriz;542.5;418.7;429.2;484.4;MA;21;18;120;120;120;100;80;540;2;2;1;2;1
2018;Presidente Dutra;544.5;468;442.5;648.9;MA;21;17;120;120;100;80;60;480;3;2;1;2;1
2018;Pedreiras;566.8;532.9;440.3;459.6;MA;21;35;80;120;100;100;80;480;2;2;2;2;1
2018;Itapecuru Mirim;417.8;455.3;397.1;459.5;MA;21;18;40;40;40;60;20;200;3;2;2;2;1
2018;São Raimundo das Mangabeiras;479.9;430.1;393;417.6;MA;21;19;0;0;0;0;0;0;3;2;1;2;3
2018;Paraibano;504.1;425;437.4;422.6;MA;21;19;120;120;120;100;60;520;3;2;1;2;1
2018;São João do Paraíso;529.8;410.8;550.4;440.7;MA;21;17;120;160;120;140;140;680;3;2;1;2;1
2018;Alto Parnaíba;500.3;519.7;502.4;438.7;MA;21;17;140;120;120;120;80;580;3;2;1;2;1
2018;Araguaína;622;488.2;573.4;585.3;TO;17;18;160;160;160;160;160;800;3;2;1;2;1
2018;Chapadinha;572.1;569.7;511.6;434.5;MA;21;18;120;40;40;120;40;360;3;2;1;2;1
2018;Paranã;502.7;543.9;495.5;422.8;TO;17;18;120;40;40;120;40;360;2;2;2;2;1
2017;Recife;467.6;433.8;473.4;364.3;PE;17;20;80;120;100;120;60;480;3;2;1;2;1
2017;Macapá;427.4;434.4;470.7;354.6;AP;16;18;80;100;80;60;20;340;3;2;1;2;1
2017;Arraias;462.8;414.8;531.3;427.9;TO;17;17;160;120;140;160;100;680;3;2;1;2;1
2017;Santana;491.3;526.5;500.9;559.3;AP;16;16;120;120;80;120;120;560;1;2;1;2;1
2017;Ferreira Gomes;513.2;469.1;499.3;495.2;AP;16;18;140;120;100;80;100;540;3;2;1;2;1
2017;Santana;537.3;500.9;512.7;421.8;AP;16;18;140;120;120;120;80;580;3;2;1;2;1
2017;Palmas;446.3;551.5;566.8;571;TO;17;18;120;120;120;120;160;640;4;2;1;2;1
2017;Arapiraca;483.6;468;406.7;481.9;AL;16;19;120;120;120;80;120;560;3;2;1;2;1
2017;Macapá;407.1;402.3;404.3;441.2;AP;16;20;100;120;80;80;20;400;2;2;1;2;1
2017;Brasília;592.4;537.1;566.3;486.7;DF;17;17;100;120;120;120;60;520;3;2;1;2;1
2017;Macapá;505.1;434.2;483.7;405.6;AP;16;17;100;120;100;100;60;480;3;2;1;2;1
2017;Macapá;647.1;595;512.8;555.2;AP;16;18;120;180;120;120;100;640;2;2;1;2;1
2017;Santana;564.2;412.1;472.4;560.3;AP;16;17;120;120;100;100;40;480;3;2;1;2;1
2017;Santana;574;495.2;532.5;532.9;AP;16;18;120;140;100;120;120;600;3;4;1;2;1
2017;Santa Fé do Araguaia;513.1;546.5;525.3;576.8;TO;17;17;120;40;40;120;60;380;3;2;1;2;1
2017;Natividade;369.3;503.8;510.1;363.2;TO;17;21;80;80;80;60;20;320;2;2;1;2;1
2017;Palmas;604.3;571.5;532.2;527.9;TO;17;17;120;140;140;120;100;620;3;2;1;2;1
2017;Santana;544.9;530.6;538.4;512;AP;16;16;140;120;140;160;120;680;3;2;1;2;1
2017;Araguaína;539.9;509.3;520.3;485.4;TO;17;18;120;160;140;140;80;640;3;2;1;2;1
2017;Araguaína;597;443.3;498.6;399.7;TO;17;15;180;120;160;200;140;800;3;2;1;2;1
2017;Palmas;598.1;406.1;570.2;547.7;TO;17;18;120;120;140;120;100;600;3;2;1;2;1
2017;Macapá;640.7;495.8;577.5;394.5;AP;16;17;140;120;100;140;100;600;1;4;1;2;1
2017;Paraíso do Tocantins;578.6;526.9;535.3;572.5;TO;17;17;140;120;120;140;80;600;2;2;1;2;1
2017;Macapá;560.2;449.9;528.5;671.2;AP;16;17;120;120;120;100;120;580;2;4;1;2;1
2017;Macapá;481;490.4;546.5;492.9;AP;16;17;120;120;120;120;100;580;3;1;1;2;1
2017;Vitória do Jari;573;462.8;515.2;480.4;AP;16;16;160;120;120;120;140;660;3;2;1;2;1
2017;Palmas;400;415.8;473;448.8;TO;17;18;80;80;80;80;40;360;3;2;1;2;1
2017;Santana;640.2;503.8;603.1;536.5;AP;16;17;140;120;120;120;80;580;1;2;1;2;1
2017;Palmas;650.9;603.6;588.6;837.8;TO;17;17;160;160;160;200;160;840;3;2;1;2;1
2017;Porto Nacional;645.6;646.6;578.3;603.9;TO;17;19;160;120;160;160;160;760;3;2;1;2;1
2017;Macapá;617.4;553.1;564.5;451.3;AP;16;18;100;180;120;120;140;660;1;2;1;2;1
2017;Santana;555.1;512.3;572.2;630.1;AP;16;18;140;140;140;140;160;720;1;2;1;2;1
2017;Colinas do Tocantins;527.9;495.5;534.9;428.7;TO;17;19;120;120;80;120;0;440;3;2;1;2;1
2017;Araguaína;475.8;527.5;503.1;458;TO;17;18;120;120;100;120;160;620;3;2;1;2;1
2017;São Bento do Tocantins;460.2;434.3;533.2;398.5;TO;17;18;120;120;100;120;80;540;1;2;1;2;1
2017;Xambioá;608.5;568.8;569.4;633.4;TO;17;17;120;120;120;120;100;580;1;2;1;2;1
2017;Mazagão;531.9;481.2;468.3;388.3;AP;16;17;160;160;180;160;140;800;1;2;1;2;1
2017;Ferreira Gomes;592.5;469.9;567.8;483.4;AP;16;17;120;160;120;100;80;580;1;2;1;2;1
2017;Macapá;541.5;569;563.3;564.4;AP;16;18;120;80;120;100;60;480;3;2;1;2;1
2017;Araguaína;618.1;547.2;591.2;454.5;TO;17;17;160;200;180;200;180;920;2;2;1;2;1
2017;Manaus;645.7;593.4;562.3;572.8;AM;16;17;160;120;140;140;120;680;3;2;1;2;1
2017;Conceição do Tocantins;584.5;436.6;576.7;612.1;TO;17;16;140;160;160;180;120;760;3;2;1;2;1
2017;Carmolândia;550.8;532.9;572.4;586.8;TO;17;17;160;120;120;140;40;580;3;2;1;2;1
2017;Palmas;532.5;539.5;474.7;584.6;TO;17;18;160;160;180;160;120;780;3;4;1;2;1
2017;Macapá;576.3;613.4;507.9;490.6;AP;16;17;160;160;120;120;120;680;3;2;1;2;1
2017;Porto Velho;566.8;473.7;505.9;499.9;RO;16;16;160;140;140;120;120;680;3;2;1;2;1
2017;Macapá;543.8;583.3;535.7;604.5;AP;16;18;120;120;120;120;80;560;3;1;1;2;1
2017;Tocantinópolis;371.9;404.2;386.7;480.1;TO;17;17;100;120;80;100;100;500;3;2;1;2;1
2017;Palmas;664.3;719.7;639.7;865.8;TO;17;17;160;120;140;180;180;780;3;4;1;2;1
2017;Palmas;560.8;615.4;482.9;458.3;TO;17;18;160;120;180;160;180;800;2;4;1;2;1
2017;Gurupi;604.6;594.9;550.9;640.3;TO;17;18;140;120;160;140;120;680;3;4;1;2;1
2017;Palmas;673.1;672.3;679.1;809.4;TO;17;17;160;180;160;180;160;840;1;4;1;2;1
2017;Vitória do Jari;522.3;416.9;496.2;519.9;AP;16;18;120;120;120;80;40;480;5;1;1;2;1
2017;Macapá;473.5;395;394.6;382.1;AP;16;18;120;120;120;120;60;540;3;2;1;2;1
2017;Oiapoque;566.9;473.8;335.7;407.7;AP;16;17;100;120;80;100;80;480;3;2;1;2;1
2017;Brejinho de Nazaré;428.5;505.2;418.1;489.8;TO;17;18;140;120;120;100;100;580;2;2;1;2;1
2017;Colméia;427.9;446.2;383.1;375.7;TO;17;17;120;100;100;100;80;500;3;2;1;2;1
2017;Macapá;568.2;409.7;530.4;387.6;AP;16;17;120;120;120;120;120;600;3;2;1;2;1
2017;Palmas;600.9;493.9;559.2;493.7;TO;17;17;140;80;80;80;0;380;3;2;1;2;1
2017;Palmas;564.7;498.6;463.9;508;TO;17;18;120;140;100;100;100;560;3;2;1;2;1
2017;Macapá;601;627.6;522;674.2;AP;16;17;140;180;140;140;180;780;3;2;1;2;1
2017;Palmas;519.9;535.1;513.3;488.5;TO;17;17;120;120;120;120;80;560;2;2;1;2;1
2017;Palmas;573.7;549.8;565.1;567.6;TO;17;17;160;120;160;160;180;780;1;2;1;2;1
2017;Macapá;642.6;631.3;632;658.4;AP;16;19;160;140;160;160;120;740;3;1;1;2;1
2017;Palmas;548.7;563.1;493.1;558.1;TO;17;17;140;120;80;100;60;500;3;2;1;2;1
2017;Palmas;496.4;450.9;522.2;577.5;TO;17;17;120;120;120;100;160;620;2;2;1;2;1
2017;Macapá;598.4;461;564.9;450;AP;16;17;120;120;120;120;140;620;3;2;1;2;1
2017;Palmas;408.9;459.2;496.9;435.9;TO;17;17;120;120;120;100;80;540;2;2;1;2;1
2017;Macapá;541.1;519;551.1;573.2;AP;16;18;140;120;120;100;120;600;3;2;1;2;1
2017;Macapá;408.7;493.3;351.3;456.6;AP;16;19;100;120;120;120;40;500;3;2;1;2;1
2017;Barrolândia;570.6;527.1;483.1;530.4;TO;17;17;120;120;120;120;0;480;3;2;1;2;1
2017;Macapá;547.3;477.8;486.6;399.5;AP;16;17;160;140;120;140;120;680;3;2;1;2;1
2017;Campinas;501.7;431.2;441.7;570.1;SP;16;19;120;100;100;120;40;480;1;2;1;2;1
2017;Araguaína;483.2;442.3;496.3;495.1;TO;17;17;140;120;140;120;120;640;2;2;1;2;1
2017;Rio Sono;529.3;477.6;527.4;499.8;TO;17;17;140;140;120;100;80;580;4;2;1;2;1
2017;Araguaína;534;469.6;446.7;475.6;TO;17;18;100;120;100;80;100;500;1;4;1;2;1
2017;Gurupi;676.1;602;610.5;599.3;TO;17;18;160;180;200;200;200;940;1;2;1;2;1
2017;Gurupi;623.2;607.3;563.1;754.7;TO;17;17;160;160;160;160;120;760;3;1;1;2;1
2017;Tocantinópolis;493.4;480;488;472.2;TO;17;17;100;120;140;120;80;560;3;2;1;2;1
2017;Angico;549.2;504.1;540.9;442.6;TO;17;16;120;160;140;140;80;640;3;2;1;2;1
2017;Parauapebas;567.7;495.9;440;552;PA;15;22;0;0;0;0;0;0;3;2;1;2;6
2017;Palmas;569.4;416.2;532.5;455.1;TO;17;18;160;160;140;160;160;780;3;2;1;2;1
2017;Porto Grande;405.3;553.4;529.5;430.8;AP;16;18;0;0;0;0;0;0;3;2;1;2;6
2017;Conceição do Tocantins;409.9;426.7;483.3;431.9;TO;17;17;100;120;120;80;40;460;2;2;1;2;1
2017;Brejinho de Nazaré;431;409.9;410.1;398.1;TO;17;17;120;120;120;120;120;600;1;2;1;2;1
2017;Brejinho de Nazaré;478.3;429.9;395.6;366;TO;17;18;80;120;80;100;40;420;3;2;1;2;1
2017;Palmas;552.8;468.6;551.7;566.6;TO;17;17;120;120;120;120;120;600;2;2;1;2;1
2017;Pequizeiro;452.8;448.8;356.3;445.3;TO;17;18;0;0;0;0;0;0;3;2;1;2;6
2017;Araguaína;337.4;449.6;429.3;443;TO;17;18;100;120;120;120;100;560;2;2;1;2;1
2017;Macapá;342.8;495.3;451.9;372.6;AP;16;18;100;120;120;80;40;460;4;2;1;2;1
2017;Araguaína;661.2;670;580;764.4;TO;17;15;160;180;160;180;160;840;3;2;1;2;1
2017;Palmas;596.5;593.8;573.1;429.4;TO;17;18;120;120;120;120;100;580;3;2;1;2;1
2017;Palmas;540.9;443.8;469.4;494.6;TO;17;17;120;180;120;140;120;680;3;2;1;2;1
2017;Dueré;449.2;394.7;439.8;515.9;TO;17;17;0;0;0;0;0;0;3;2;1;2;6
2017;Palmas;542.7;499.7;504.4;432;TO;17;20;80;100;80;80;100;440;2;2;1;2;1
2017;Macapá;397.1;423.1;434.2;362;AP;16;19;120;100;100;100;100;520;2;2;1;2;1
2017;Macapá;552.7;600.8;545.1;612.1;AP;16;17;120;120;100;100;80;520;3;2;1;2;1
2017;Praia Norte;481.5;394.4;434.3;517.3;TO;17;18;100;120;120;100;100;540;3;2;1;2;1
2017;Ananás;453.7;510.8;388.6;378.3;TO;17;17;80;120;80;80;20;380;3;2;2;2;1
2017;Macapá;516.8;606.1;559;384.6;AP;16;18;160;160;160;160;120;760;3;4;1;2;1
2017;Araguaína;551.6;485.5;541.2;394.6;TO;17;18;120;120;100;120;60;520;1;2;1;2;1
2017;Guaraí;597.3;562.9;527.3;436;TO;17;18;140;160;140;120;100;660;3;2;1;2;1
2017;Paraíso do Tocantins;530.2;489.1;505.2;457.7;TO;17;17;140;120;120;120;100;600;3;2;1;2;1
2017;Macapá;631.7;509.5;567.8;567.5;AP;16;17;160;140;160;160;140;760;3;4;1;2;1
2017;Laranjal do Jari;494.9;384.3;424.7;440.8;AP;16;17;100;80;80;80;20;360;4;1;1;2;1
2017;Palmas;524.8;467.8;497;640.6;TO;17;17;140;200;180;180;180;880;1;2;1;2;1
2017;Gurupi;589.1;544.9;578.9;589.6;TO;17;17;140;140;120;120;120;640;3;1;1;2;1
2017;Lizarda;369.7;485.8;459.1;498.5;TO;17;18;120;120;120;120;40;520;3;2;1;2;1
2017;Araguacema;443.3;399.4;441.5;457.2;TO;17;17;120;120;140;140;100;620;3;2;1;2;1
2017;Pequizeiro;438.2;530.3;504.7;381;TO;17;19;120;120;100;100;60;500;3;2;1;2;1
2017;Palmas;530.2;481.8;529.6;607.3;TO;17;19;80;120;120;120;80;520;1;2;1;2;1
2017;Paraíso do Tocantins;415.1;397.3;478;405.7;TO;17;17;80;100;60;80;40;360;3;2;1;2;1
2017;Ferreira Gomes;552.8;496.9;522.9;453.4;AP;16;17;140;160;120;120;60;600;5;2;1;2;1
2017;Santana;537.8;575.1;542.8;479.8;AP;16;17;120;120;140;120;20;520;3;2;1;2;1
2017;Macapá;557.4;516.9;486.2;498.8;AP;16;17;140;40;60;100;40;380;1;2;1;2;1
2017;Araguaína;629.4;611.6;615.2;673.7;TO;17;18;160;160;120;120;160;720;3;1;1;2;1
2017;Nova Rosalândia;436.3;487;468.4;556.8;TO;17;16;120;120;120;140;40;540;3;2;1;2;1
2017;Paraíso do Tocantins;379.3;530.9;394.3;419.4;TO;17;17;120;120;120;80;80;520;3;2;1;2;1
2017;Macapá;609.9;625.9;641.1;576.3;AP;16;17;160;160;160;200;140;820;2;4;1;2;1
2017;Babaçulândia;464.9;424.5;474;376;TO;17;17;120;160;140;160;100;680;1;2;1;2;1
2017;Babaçulândia;491.5;503.3;499.8;584.6;TO;17;18;120;120;120;120;160;640;3;2;1;2;1
2017;Araguaína;554.4;597.3;504.8;544.4;TO;17;18;120;120;120;120;80;560;3;4;1;2;1
2017;Macapá;445.4;404;462.8;553.4;AP;16;18;100;100;120;120;0;440;3;2;1;2;1
2017;Macapá;517.5;607.6;600.7;726;AP;16;18;160;200;180;200;140;880;3;1;1;2;1
